content,score,sentimen,content_clean
mau tarik saldo tidak bisa keterangannya suruh update aplikasinya padahal aplikasi update terus.. aplikasi konyol tiap mau tarik saldo ada aja gebrakannya,1,negatif,tarik saldo keterangannya suruh update aplikasinya aplikasi update aplikasi konyol tarik saldo aja gebrakannya
"pake tokopedia ga nyesel, byk promo",5,positif,pake tokopedia ga nyesel byk promo
Aplikasi pencuri. voucher hangus. Saldo hasil refund pesanan yang di batalkan tidak bisa ditarik. pantas gulung tikar. tidak profesional,1,negatif,aplikasi pencuri voucher hangus saldo hasil refund pesanan batalkan ditarik gulung tikar profesional
Sudah bayar. tapi dibatalkan karena stoknya habis. pembayaran Via transfer. dana tidak bisa di tarik kalau tidak verifikasi akun pke KTP. voucher juga hangus. Jujur saya langsung uninstall. sangat kecewa,1,negatif,bayar dibatalkan stoknya habis pembayaran via transfer dana tarik verifikasi akun pke ktp voucher hangus jujur langsung uninstall kecewa
mantap,5,positif,mantap
"ada voucher, jadi aku beli leci 2 kaleng cuma 27k. dua² kosong paket kemasan bagus bgt tp isinya kaleng enteng busuk bgt. komplen, disuruh balikin. Gk ada pick up adany cuma 1: self arrange. sy byr org bwt anter ke kurir plus byr kurir. seller tdk ada no telp, saya minta tdk dikasih, CS suruh sy cantum nomor sy jd sy suruh orgny cantum nomor sy. hasilnya, alamat penjual tdk ketemu. rugi? yes 47ribu. asurasi? gak berguna. trus, kl terima brng busuk hrs iklas? jgn komplen? APP PENDUKUNG PENIPU!",1,negatif,voucher beli leci kaleng k dua² kosong paket kemasan bagus bgt tp isinya kaleng enteng busuk bgt komplen disuruh balikin gk pick up adany self arrange sy byr org bwt anter kurir plus byr kurir seller tdk no telp tdk dikasih cs suruh sy cantum nomor sy jd sy suruh orgny cantum nomor sy hasilnya alamat penjual tdk ketemu rugi yes ribu asurasi gak berguna trus kl terima brng busuk hrs iklas jgn komplen app pendukung penipu
"dh mahal nunggu 2 hari ehh malah pengiriman failed,baru juga pertama kali belanja di sini",2,negatif,dh mahal nunggu ehh pengiriman failedbaru kali belanja
aplikasi lawak baru daftar di kasih promo malh gk bisa co gk ikhlas aplikasinya,1,negatif,aplikasi lawak daftar kasih promo malh gk co gk ikhlas aplikasinya
saya habis mengalami pembajakan akun dan kehilangan uang 500.000. lalu saya hubungi tokopedia care untuk meminta bantuan. tapi beberapa lama kemudian akun tokopedia saya di nonaktifkan. hati2 ya guys saya rasa ini ada orang dari tokopedia itu sendiri yg melakukan pembajakan akun.,1,negatif,habis mengalami pembajakan akun kehilangan uang hubungi tokopedia care bantuan akun tokopedia nonaktifkan hati ya guys orang tokopedia yg pembajakan akun
mantap simple real cepat,5,positif,mantap simple real cepat
Mantap,5,positif,mantap
aplikasi sampah,1,negatif,aplikasi sampah
voucher pengguna pertama ga bisa di pakai kacau ini apk,1,negatif,voucher pengguna ga pakai kacau apk
bagus,5,positif,bagus
tolong balikin refund dana saya,1,negatif,tolong balikin refund dana
good,5,positif,good
"gajelas, pdhl baru pertama kali download, gbs kebagian diskon pengguna baru. ""promo tidak berlaku""",1,negatif,gajelas pdhl kali download gbs kebagian diskon pengguna promo berlaku
"kurirnya tolol tolol , gak kayak kurir shopee ,",1,negatif,kurirnya tolol tolol gak kayak kurir shopee
Sampah fitur tarik saldo sekarang dipersulit. Selalu dibatalkan sepihak ketika belanja.,1,negatif,sampah fitur tarik saldo dipersulit dibatalkan belanja
kok jadi ada ongkiran sih katanya gratis ongkir tolong dong jadi gratis ongkiran yang admin Tokopedia 🙏🏻🙏🏻🙏🏻,3,netral,ongkiran sih gratis ongkir tolong gratis ongkiran admin tokopedia
"pengguna baru dikasih diskon harga jadi murah pas di checkout ga bisa,terus langsung hilang promonya dan berubah harganya jadi harga aslinya, padahal belum dipakai aneh banget.",2,negatif,pengguna dikasih diskon harga murah pas checkout ga bisaterus langsung hilang promonya berubah harganya harga aslinya dipakai aneh banget
"sangat membantu, keren..",4,positif,membantu keren
mantap banyak promo yg kita dapati... kedepannya perbaiki apk nya kadang kadang suka lag keluar sendiri,5,positif,mantap promo yg dapati kedepannya perbaiki apk nya kadang kadang suka lag
kadang lemot atau crash image,3,netral,kadang lemot crash image
"ROBERT ASLI ganti no hape aja harus kyc KTP.. refund saldo masuk masuk saldo TokopediaCare mau tarik uang harus 50000 , mau tarik uang harus ada otp, ganti kartu harus kyc.. ribet super ribet nyusahin",1,negatif,robert asli ganti no hape aja kyc ktp refund saldo masuk masuk saldo tokopediacare tarik uang tarik uang otp ganti kartu kyc ribet super ribet nyusahin
top,5,positif,top
"ini mksdnya bagai mana sihh,sering amat pesanan di batalin Mulu,saldo ketahan,giliran mau di tarik harus verifikasi KTP segala,bikin ribet aja,dulu mah gampang,tarik tinggl tarik,,tolong dong di perbaiki lagi,kaga usah ngadain promo KLO ujung"" di batalin ,skrg malah lebih enak si orange",4,positif,mksdnya sihhsering pesanan batalin mulusaldo ketahangiliran tarik verifikasi ktp segalabikin ribet ajadulu mah gampangtarik tinggl tariktolong perbaiki lagikaga ngadain promo klo ujung batalin skrg enak si orange
Ubah nomor telepon aja susah banget,1,negatif,ubah nomor telepon aja susah banget
"maasya Allah seneng belanja di toped apalagi pake pay laternya bnyk promo, tenkyu toped sukses always 👌",5,positif,maasya allah seneng belanja toped pake pay laternya bnyk promo tenkyu toped sukses always
Ko ga bisa ngasih ulasan produk ya?,5,positif,ko ga ngasih ulasan produk ya
sampah loh,1,negatif,sampah loh
amazing,5,positif,amazing
Joss banget,5,positif,joss banget
"👍👍👍Tak kalah dengan yang lain, Tokopedia kini makin lebih okey👍👍👍👍👍",5,positif,kalah tokopedia okey
terima kasih toko pedia selalu memberi diskon yang menarik😊🙏🙏👍👍,5,positif,terima kasih toko pedia diskon menarik
udah mirip kayak Tiktok Shop,2,negatif,udah kayak tiktok shop
"isi etoll suka gagal!, duit kedebet, saldo etoll gagal gak keisi. refund susah, dana refund setelah ada selalu gagal terus buat ditarik. isi etoll disini bikin rugi suka eror. gk rekomend pokoknya !",1,negatif,isi etoll suka gagal duit kedebet saldo etoll gagal gak keisi refund susah dana refund gagal ditarik isi etoll bikin rugi suka eror gk rekomend pokoknya
"kecewa banget sama Tokopedia, lama-lama kayak aplikasi penipuan. suami sy dari dulu belanja disini.. udh hampir 2 minggu blnja brng dgn harga Rp 1,5 juta lngsng byr..sehari stlh d byr, dibatalin dgn alasan brng kosong. tapi sampai skrng uang nya blm di kembalikan.. klu di tanya trs aja suruh verifikasi. parah bngt 😡",1,negatif,kecewa banget tokopedia lamalama kayak aplikasi penipuan suami sy belanja udh minggu blnja brng dgn harga rp juta lngsng byrsehari stlh d byr dibatalin dgn alasan brng kosong skrng uang nya blm kembalikan klu trs aja suruh verifikasi parah bngt
sangat bagus,5,positif,bagus
kalo ga niat ngasih voucher gausah ngasih,1,negatif,kalo ga niat ngasih voucher gausah ngasih
"bagus banget love deh barang murah"" kualitas bagus semua transaksi gampang",5,positif,bagus banget love deh barang murah kualitas bagus transaksi gampang
ada voucher gak bisa dipake mending pake Shopee,1,negatif,voucher gak dipake mending pake shopee
"aplikasi scam katanya pengguna baru dikasih promo, malah gak bisa di pake promonya, aplikasi aneh scam",1,negatif,aplikasi scam pengguna dikasih promo gak pake promonya aplikasi aneh scam
Promonya ga bisa dipakai,1,negatif,promonya ga dipakai
Mau belanja malah promonya ga berlaku ya udah ga jadi,1,negatif,belanja promonya ga berlaku ya udah ga
"pengiriman sameday 3 hari baru nyampe, mungkin kalau pengiriman instan 2 hari kemudian baru sampai. pengiriman biasa bisa 1 Minggu baru sampai. payah sistem pengiriman nya",1,negatif,pengiriman sameday nyampe pengiriman instan pengiriman minggu payah sistem pengiriman nya
"tokopedia belanja murah, pengiriman cepat , paket pack ing aman berkualitas.",5,positif,tokopedia belanja murah pengiriman cepat paket pack ing aman berkualitas
enak banyak voucher nya,5,positif,enak voucher nya
trima kasih bwt tokopedia dn payleter y sya sangtt seng belja dn mengunakan fiktur payleter y mga sukses slu.,5,positif,trima kasih bwt tokopedia dn payleter y sya sangtt seng belja dn mengunakan fiktur payleter y mga sukses slu
yaa bagus,5,positif,yaa bagus
top markotop,5,positif,top markotop
hebat banget,5,positif,hebat banget
aplikasi terlalu besar,3,netral,aplikasi
ok mantab,5,positif,ok mantab
"apk nya tolong di perbaiki, makin eror aja sekarang,, parah banget min",1,negatif,apk nya tolong perbaiki eror aja parah banget min
promo pengguna baru gabisa d pake wkw kocak,1,negatif,promo pengguna gabisa d pake wkw kocak
"makin kesini tambah parah, di batalkan penjual tapi saldo tidak bisa di tarik lagi ke gopay dan tidak bisa di belanjakan lagi",1,negatif,kesini parah batalkan penjual saldo tarik gopay belanjakan
Belanja di toped nyaman bgt,5,positif,belanja toped nyaman bgt
"apk burung,gak guna",1,negatif,apk burunggak
"Toped sudah sehat kembali semoga tidak kambuh,barang² hobby outdoor cuma ada disini walau dg kata samar,mantap.",5,positif,toped sehat semoga kambuhbarang² hobby outdoor dg samarmantap
ribet benar pengembalian dana refun.banyak x tekbengek tidak bisa otomatis balek uang. aplikasi disuruh update tapi di playstore tidak ada update. coba contoh shopy dana refund outo balek ke rekening. blajar dari shoopy biar pinter dikit balek dana orang pake sistem otomatis lah. udah ada pemotongan menunggu dana balek berhari2. ngak propesional berbisnis untung Klian rugi konsumen terzalimi lagi.,1,negatif,ribet pengembalian dana refunbanyak x tekbengek otomatis balek uang aplikasi disuruh update playstore update coba contoh shopy dana refund outo balek rekening blajar shoopy biar pinter dikit balek dana orang pake sistem otomatis udah pemotongan menunggu dana balek berhari ngak propesional berbisnis untung klian rugi konsumen terzalimi
bagus,5,positif,bagus
kecewa tidak bisa pakai akun gopay later buat belanja,3,netral,kecewa pakai akun gopay later belanja
keracunan temen karna diskonnya gede gede😍😍,5,positif,keracunan temen karna diskonnya gede gede
ada promo pengguna baru tapi tidak bisa di pakai padahal belum di pakai,1,negatif,promo pengguna pakai pakai
"sudah dua minggu ini sering error, display tidak bisa dibuka, sulit dibuka aplikasinya jadinya repot mau bertransaksi.",3,netral,minggu error display dibuka sulit dibuka aplikasinya repot bertransaksi
bagus,5,positif,bagus
"Untuk pengiriman di kec. Air Salek saya kecewa banget, Lama, gak jelas dan gak ada konfirmasi lagi dari JNT nya ke kami Estimasi sama pengiriman gak sesuai. seharusnya kalo paket nya lama dkirim Pihak JNT konfirmasi lah tapi ini nggak, masa ya kami nungguin 1 paket sampai 3 hari karena status nya dikirim. parah² JnT.",1,negatif,pengiriman kec air salek kecewa banget gak gak konfirmasi jnt nya estimasi pengiriman gak sesuai kalo paket nya dkirim jnt konfirmasi nggak ya nungguin paket status nya dikirim parah² jnt
mantap,5,positif,mantap
"tidak bisa membayar pesanan ketika di co,ada tulisan promo tidak bisa dipakai padahal waktu promonya masih ada",1,negatif,membayar pesanan coada tulisan promo dipakai promonya
bagus,4,positif,bagus
kenapa pengiriman lama sekali ke kalteng bisa 2 Minggu sudah 4 kali barang saya di kembalikan kurir tanpa pemberitahuan....,4,positif,pengiriman kalteng minggu kali barang kembalikan kurir pemberitahuan
"jelek banyak bug nya, saldo ga bisa diambil.... mau bangkrut kayanya ni aplikasi, males urusan lagi takut ntar saldo ga bisa diambil",1,negatif,jelek bug nya saldo ga diambil bangkrut kayanya ni aplikasi males urusan takut ntar saldo ga diambil
"sama kayak sebelah bangke,banyak kali iklan nya padahal apk nya udah di instal ngerjain tugas pun muncul terus ni iklan,padahal apk nya udah di instal",1,negatif,kayak sebelah bangkebanyak kali iklan nya apk nya udah instal ngerjain tugas muncul ni iklanpadahal apk nya udah instal
tolong dong pihak toko pedia supaya memerhatikan lagi untuk logistik barang saya sudah 2 kali pesan barang tadi tidak ad yang Sampai padahal alamat dan nomer telfon semuanya tidak ada yang salah,1,negatif,tolong toko pedia memerhatikan logistik barang kali pesan barang ad alamat nomer telfon salah
"apk ampas, mau ambil promo penguna baru aja ribet amat (awalnya bisa cod waktu di co malah gabisa COD, terus promo masih ada waktu 7jam waktu di COD malah ada notif promo tidak berlaku)",1,negatif,apk ampas ambil promo penguna aja ribet cod co gabisa cod promo jam cod notif promo berlaku
"Tidak bisa upload video di chat, sangat menyebalkan",1,negatif,upload video chat menyebalkan
lumayan,4,positif,lumayan
"Tolong perbaiki bagian obat yang memerlukan resep, bagian konsultasi jangan ditampilkan dibagian awal buka produknya. Kembalikan seperti dulu lagi, sebelum checkout wajib upload resep obatnya. Terima kasih semoga ada perubahan.",1,negatif,tolong perbaiki obat resep konsultasi ditampilkan dibagian buka produknya kembalikan checkout wajib upload resep obatnya terima kasih semoga perubahan
"gajelas banget jir, masa gabisa pake promo nya!!padahal pengguna baru anjr anehhh gedeg bangett asli",1,negatif,gajelas banget jir gabisa pake promo nyapadahal pengguna anjr anehhh gedeg bangett asli
"PARAH, GA BISA TARIK DANA REFUND",1,negatif,parah ga tarik dana refund
bagus,5,positif,bagus
bintang yg berbicara,4,positif,bintang yg berbicara
"tolong lah buatin fitur ganti metode pembayaran tanpa harus batalin pesanan, ini ngerugiin bgt jujur soalnya ngilangin diskon/promo juga pas check out ulang",1,negatif,tolong buatin fitur ganti metode pembayaran batalin pesanan ngerugiin bgt jujur ngilangin diskonpromo pas check out ulang
suka dan puas banget belanja di Tokopedia selalu mendapatkan promo dan amanah,5,positif,suka puas banget belanja tokopedia promo amanah
kapok gamau beli di sini lagi kirain dana yang di refund bisa kembali ke e wallet ternyata kaga bisa terus juga gaada fitur buat isi dana tokped nya langsung intinya ribet dah mending di shopee udah paling mudah,1,negatif,kapok gamau beli kirain dana refund e wallet kaga gaada fitur isi dana tokped nya langsung intinya ribet dah mending shopee udah mudah
"sangat membantu, trima kasih tokopedia semoga lancar kedepannya",5,positif,membantu trima kasih tokopedia semoga lancar kedepannya
"dari dulu aplikasi belanja yg paling ribet tp kucoba lagi tetap aja ribet mau cod ,sudah di pilih cod g ada lagi klik pilihan lain kecuali BAYAR di klik malah jadi OPSS MAAF ADA KESALAHAN , UNINSTAL BERES RIBET BET",1,negatif,aplikasi belanja yg ribet tp kucoba aja ribet cod pilih cod g klik pilihan kecuali bayar klik opss maaf kesalahan uninstal beres ribet bet
"gabisa pake promo, APLIKASI JELEK",1,negatif,gabisa pake promo aplikasi jelek
oke,5,positif,oke
diskon ilang 🤬,1,negatif,diskon ilang
ubah nomer telpon kok susah banget. terutama foto wajah dan KTP bersamaan. ...,1,negatif,ubah nomer telpon susah banget foto wajah ktp bersamaan
jelek banget customer service tokopedianya! gak bisa membantu menyelesaikan penipuan peretasan,1,negatif,jelek banget customer service tokopedianya gak membantu menyelesaikan penipuan peretasan
"pelayanan turun.. pengiriman sameday satu kota, order barang dari pagi jam 9 an sampai hari berikutnya jelang sore barang belum juga sampai.. apa artinya sameday....??!!",1,negatif,pelayanan turun pengiriman sameday kota order barang pagi jam an jelang sore barang sameday
PEMBAYARAN SANGAT FLEKSIBEL.,5,positif,pembayaran fleksibel
bagus aplikasinya,5,positif,bagus aplikasinya
"bagus bagus aja si, cuman voucher suka ga bisa kepake. menurut aku lebih bagus aplikasi sebelah daripada ini, tokped bukan g bagus si cuman yg sebelah lebih bagus karna vouchernya g php. bayangin kalian udh cape cape milih produk dan buang buang kuota kalian, eh vouchernya malah ga bisa dipake, mana ga pernah dibenerin lg, lapor ke cs juga ga guna",1,negatif,bagus bagus aja si cuman voucher suka ga kepake bagus aplikasi sebelah tokped g bagus si cuman yg sebelah bagus karna vouchernya g php bayangin udh cape cape milih produk buang buang kuota eh vouchernya ga dipake ga dibenerin lg lapor cs ga
"awalnya bagus aplikasi ini, saya belanja berjuta-juta disini, tapi di saat ada toko yang membatalkan barangnya terus uang di kembalikan dan saldo tidak bertambah. ternyata saldo saya di curi dengan cara pembelian pulsa hp yang nomor nya saya g tau. adminnya pemain berarti, curi yang seolah-olah pemilik akun yang bertransaksi. siallllll",1,negatif,bagus aplikasi belanja berjutajuta toko membatalkan barangnya uang kembalikan saldo bertambah saldo curi pembelian pulsa hp nomor nya g tau adminnya pemain curi seolaholah pemilik akun bertransaksi siallllll
